_id,index,description,budget,state,city,squareFeet,floor,furnishing,bedrooms,balcony,propertyType,facing,address
67a8a66ef75daf5b317293d1,136,"Have a look at this immaculate 3 BHK flat for sale in Prahlad Nagar, Ahmedabad. Situated in the excellent Safal Parivesh township. The flat enjoys a prime location. This flat is an attractive property for resale. The ready to move flat in Prahlad Nagar is all ready for sale at a low-priced budget of INR 90 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",20000022,Telengana,hyderabad,1000sqft,26outof31,Unfurnished,4,2,villa,West,
67a8a66ef75daf5b317293d2,137,"This attractive 2 BHK apartment can be found for sale in Thaltej, Ahmedabad. This flat for resale is the perfect property for you! This apartment in one of the significant areas of Thaltej is ready to move, and can be purchased at the best price of INR 65 Lac. Available in semi-furnished state, this flat is a great buy. The property is strategically placed near prominent places as shilaj circle which make for the smooth living of residents.",10000094,Telengana,hyderabad,1200sqft,2outof12,Semi-Furnished,3,2,apartmentblock,West,
67a8a66ef75daf5b317293d3,138,"Discover this immaculate 1 BHK flat for sale at the pristine Chandkheda in Ahmedabad. Enjoying a prime location, this property is housed in the Parshwa Residency society. This flat for resale is the perfect property for you! This apartment ready to move in the Chandkheda is available for an attractive price of INR 25 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. Significant landmarks in its proximity are near satyamev hospital road chandkheda.",8000000,Telengana,hyderabad,500sqft,4outof13,Unfurnished,2,,exceptionalproperty,,
67a8a66ef75daf5b317293d4,139,"Discover this immaculate 1 BHK flat for sale at the pristine Nikol in Ahmedabad. Strategically situated in the Gigev Divit Hills site, it is placed at a prime location. This apartment is a property of choice for resale. The ready to move flat in the prime area of Nikol is available at a reasonable price of INR 28 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",1000000,Telengana,hyderabad,885sqft,7outof10,Unfurnished,3,,house,,
67a8a66ef75daf5b317293d5,140,"One can find this stunning 1 BHK flat for sale in Nikol, Ahmedabad. Well-tucked in the Gigev Divit Hills township, the property is easily accessible. This flat for resale is a choice property. This ready to move flat in Nikol comes at an affordable price of INR 25.5 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",10000066,Telengana,hyderabad,640sqft,3outof30,Unfurnished,3,2,house,North,
67a8a66ef75daf5b317293d6,141,"This gorgeous 4 BHK Flat is available for sale in Shela, Ahmedabad. Enjoying a prime location, this property is housed in the Riviera Elite society. Invest your valuable money in this flat that is for resale. This apartment in one of the significant areas of Shela is ready to move, and can be purchased at the best price of INR 2.30 Cr. The flat has been handed over to the buyer on Dec '22, which is its date of possession. The apartment is unfurnished. Significant landmarks in its proximity are sardar patel ring road, club o7, sky city..",2000002,Telengana,hyderabad,779sqft,19outof34,Unfurnished,3,3,house,East,
67a8a66ef75daf5b317293d7,142,"Carefully laid out in the prime location of Gota in Ahmedabad, this spacious 3 BHK flat on sale is a meticulously planned project. It is in a prime location within the Olive Greens. This flat for sale is a choice property. This ready to move flat is offered at an economical price of INR 1.15 Cr. The flat is sold in unfurnished condition. Prominent landmarks in and around this locality are sg highway, ahmedabad, gota, ahmedabad - west, gujarat.",9800000,Maharastra,thane,473sqft,3outof22,Unfurnished,2,,villa,East,DostiVihar
67a8a66ef75daf5b317293d8,143,"Vastral, Ahmedabad has an attractive 3 BHK Flat for sale. It is housed in the well-planned Shreedhar Heaven township in an advantageous location. This flat for resale is a choice property. You can buy this ready to move flat in Vastral at a reasonable price of INR 51 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",40000025,Maharastra,thane,1820sqft,18outof27,Unfurnished,4,1,house,East,
67a8a66ef75daf5b317293d9,144,"Creatively planned and constructed is a 1 BHK flat for sale in Shela, Ahmedabad. It is based at Aakash Residency complex, that occupies a prominent place in the locality. This flat all equipped with required facilities, is up for resale. Available at a reasonable selling price of INR 35 Lac, this ready to move apartment in Shela is a great buy. It is a furnished apartment. aakash residency, near club o7, shela. are some of the key nearby landmarks.",3500000,Maharastra,thane,500sqft,4outof5,Furnished,1,,house,,
67a8a66ef75daf5b317293da,145,"One can find this stunning 2 BHK flat for sale in Gota, Ahmedabad. This flat is available as a resale property. You can buy this ready to move flat in Gota at a reasonable price of INR 45 Lac. The spacious apartment is unfurnished. The flat is easily approachable because it is near to gota.",9000000,Maharastra,thane,600sqft,20outof28,Unfurnished,2,,villa,North-East,EverestWorldLavender
67a8a66ef75daf5b317293db,146,"This ready to move-in 1 BHK flat is available for sale at the premium Chandkheda in Ahmedabad. It is based at Khyati Krishna 99 complex, that occupies a prominent place in the locality. This flat for resale is a choice property. The ready to move flat in the prime area of Chandkheda is available at a reasonable price of INR 25 Lac. You will find it unfurnished. near uma bhavani bus stop chandkheda are some major landmarks near the apartment.",10000065,Maharastra,thane,665sqft,15outof31,Unfurnished,2,2,villa,East,AsharEdge
67a8a66ef75daf5b317293dc,147,"Sahibaugh, Ahmedabad has an appealing 1 BHK flat for sale with various amenities. This flat for resale is a choice property. Available at a reasonable selling price of INR 27 Lac, this ready to move apartment in Sahibaugh is a great buy. It is a semi-furnished apartment.",1000000,Maharastra,thane,500sqft,6outof7,Semi-Furnished,1,,house,,
67a8a66ef75daf5b317293dd,148,"1 BHK flat available for sale in Ahmedabad in the prime location of Ghuma. It is based at Sai Green Valley complex, that occupies a prominent place in the locality. Your search ends here, because this flat for resale is among the best bargains in town. This apartment in one of the significant areas of Ghuma is ready to move, and can be purchased at the best price of INR 42 Lac. The flat is uniquely designed to enhance the living style. It is furnished, studded with all the basic facilities. the property is closed to market area,reputed school,park. are a few nearby landmarks.",4700000,Maharastra,thane,434sqft,9outof24,Furnished,1,1,house,North-East,BalajiAnnex
67a8a66ef75daf5b317293de,149,"This lovely 4 BHK Flat in Aarohi Club Road, Ahmedabad is up for sale. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Galaxy Gala Laxuria. This flat is available as a resale property. The ready to move flat in the prime area of Aarohi Club Road is available at a reasonable price of INR 2.15 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. Landmarks near the apartment include gala laxuria, near safal parisar, south bopal, ahmedabad west.",56000005,Maharastra,navi-mumbai,779sqft,5outof15,Semi-Furnished,1,,house,,MaLaxmiHeights
67a8a66ef75daf5b317293df,150,"This beautiful 1 BHK Flat is available for sale in Chandkheda, Ahmedabad. This flat is situated in the Panch Shlok Residency township and is equipped with premium facilities. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Chandkheda can be availed at a reasonable price of INR 25 Lac. You will find it semi-furnished. near kb royal phoenix chandkheda are some of the well-known landmarks in this locality.",40000025,Maharastra,navi-mumbai,2043sqft,9outof38,Semi-Furnished,3,3,house,North-East,ParadiseSaiWorldEmpire
67a8a66ef75daf5b317293e0,151,"3 BHK flat available for sale in Bangalore in the prime location of Cunningham Road. Enjoying a prime location, this property is housed in the Prestige Exotica society. This flat is an attractive property for resale. This apartment ready to move in the Cunningham Road is available for an attractive price of INR 5.60 Cr. The flat is sold in semi-furnished condition. the property is close to malls, 5 star hotels, metro station, colleges are some of the key nearby landmarks.",4800000,Maharastra,navi-mumbai,473sqft,3outof7,Semi-Furnished,1,,house,,AniruddhaEnclave
67a8a66ef75daf5b317293e1,152,"2 BHK flat available for sale in Bangalore in the prime location of Kanakapura Road. Located in the Dream Paradise township, the flat enjoys access to the prime spots in the city. This is a desirable apartment for resale. This apartment ready to move in the Kanakapura Road is available for an attractive price of INR 8 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",30000075,Maharastra,navi-mumbai,1100sqft,2outof12,Unfurnished,3,1,exceptionalproperty,,RahejaResidency
67a8a66ef75daf5b317293e2,153,"This exquisite 2 BHK Flat is offered for sale in Electronics City Phase 1, Bangalore. Well-tucked in the Concorde Manhattans township, the property is easily accessible. Invest your valuable money in this flat that is for resale. This ready to move flat is offered at an economical price of INR 70 Lac. This contemporary apartment is semi-furnished.",3000000,Maharastra,navi-mumbai,350sqft,1outof3,Semi-Furnished,2,,mansion,East,
67a8a66ef75daf5b317293e3,154,"Have a look at this immaculate 1 BHK flat for sale in Hennur Main Road, Bangalore. Located in the Ds Max Springfield township, the flat enjoys access to the prime spots in the city. This flat for sale is a choice property. This ready to move flat in Hennur Main Road can be taken at a very economical pricing of INR 31.4 Lac. The apartment is unfurnished. Some neighbouring landmarks are alpha engineering college, malls, hospitals, supermarkets etc.",7500000,Maharastra,nagpur,500sqft,2outof4,Unfurnished,3,3,house,East,
67a8a66ef75daf5b317293e4,155,"This lovely 3 BHK Flat in HBR Layout, Bangalore is up for sale. It enjoys an excellent location within the Hbr Palace. This apartment is a property of choice for resale. This ready to move flat in HBR Layout can be availed at a reasonable price of INR 1.50 Cr. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. iskcon temple are some of the well-known landmarks in this locality.",6500000,Maharastra,nagpur,500sqft,4outof4,Semi-Furnished,2,,apartmentblock,,
67a8a66ef75daf5b317293e5,156,"This exquisite 2 BHK Flat is offered for sale in Pattandur Agrahara, Bangalore. Strategically situated in the Arcade Gloria site, it is placed at a prime location. This is one of the best properties available for resale. The ready to move flat in the prime area of Pattandur Agrahara is available at a reasonable price of INR 70 Lac. The flat is furnished and is suitable for any family size.",4800000,Maharastra,nagpur,750sqft,1outof5,Furnished,2,2,mansion,North,
67a8a66ef75daf5b317293e6,157,"This attractive 2 BHK apartment can be found for sale in Hoskote, Bangalore. This flat is situated within the renown township of Artha Midas At Neo Smart City. This flat all equipped with required facilities, is up for resale. This ready to move flat in Hoskote comes at an affordable price of INR 40 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",1000000,Maharastra,nagpur,500sqft,1outof4,Unfurnished,1,2,house,,AxonMyTown
67a8a66ef75daf5b317293e7,158,"Carefully laid out in the prime location of Haralur in Bangalore, this spacious 2 BHK flat on sale is a meticulously planned project. The property is ideally located in a strategic location in Dsr Ultima township. This apartment for resale is a great choice. This ready to move property in Haralur is readily available within an affordable cost of INR 86 Lac. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience. Significant landmarks in its proximity are bellandur, sarjapiur road, wipro corporate.",10000065,Maharastra,mumbai,750sqft,8outof12,Semi-Furnished,2,,apartmentblock,West,GumphaDarshanAAndBCHS
67a8a66ef75daf5b317293e8,159,"This gorgeous 2 BHK Flat is available for sale in Bellahalli, Bangalore. This flat is placed in a marvellous location within the Sobha Dream Gardens complex. Your hunt for the perfect apartment for sale comes to an end here. This ready to move flat is offered at an economical price of INR 76 Lac. The flat is unfurnished and makes for an ideal choice for any family. near ballahalli junction, close to schools, colleges and university. are some of the well-known landmarks in this locality.",1000004,Maharastra,mumbai,750sqft,5outof22,Unfurnished,2,,villa,,ShreejiAspire
67a8a66ef75daf5b317293e9,160,"This gorgeous 3 BHK Flat is available for sale in whitefield, Bangalore. This flat for resale is a choice property. Located in whitefield, this ready to move apartment is sold at a fair selling price of INR 97 Lac. It is a semi-furnished apartment.",8500000,Maharastra,mumbai,885sqft,13outof14,Semi-Furnished,2,3,house,North-East,
67a8a66ef75daf5b317293ea,161,"3 BHK flat available for sale in Bangalore in the prime location of Maruthi Sevanagar. Ideally situated in the Rekhi Brooklyn township it enjoys a prime location. This flat all equipped with required facilities, is up for resale. This ready to move flat in Maruthi Sevanagar comes at an affordable price of INR 95 Lac. The apartment is semi-furnished. Some neighbouring landmarks are nearby reliance fresh,petrol pumps,atms and hospitals and bangalore east railway station..",30000075,Maharastra,mumbai,1000sqft,8outof55,Semi-Furnished,2,,villa,,OrchidEnclaveMumbaiCentral
67a8a66ef75daf5b317293eb,162,"This lovely 3 BHK Flat in Ambalipura, Bangalore is up for sale. Situated in the excellent Mj Lifestyle Amadeus township. The flat enjoys a prime location. Your search ends here, because this flat for resale is among the best bargains in town. Located in Ambalipura, this ready to move apartment is sold at a fair selling price of INR 1.10 Cr. The apartment is furnished.",10000015,Maharastra,mumbai,1000sqft,13outof14,Furnished,3,,villa,,TwinTower
67a8a66ef75daf5b317293ec,163,"Koramangala, Bangalore has an appealing 3 BHK flat for sale with various amenities. Well-tucked in the Raheja Residency township, the property is easily accessible. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Koramangala can be taken at a very economical pricing of INR 2.80 Cr. It is a semi-furnished apartment.",60000000,Maharastra,mumbai,500sqft,2outof7,Semi-Furnished,2,1,villa,South-West,
67a8a66ef75daf5b317293ed,164,"This magnificent 1 BHK Flat is available for sale in Budigere, Bangalore. Well-tucked in the Prestige Tranquility township, the property is easily accessible. This apartment for resale is a great choice. This ready to move flat in Budigere comes at an affordable price of INR 62 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Landmarks near the apartment include schools, malls, hospitals, restaurants and coffee shops..",10000091,Maharastra,mumbai,750sqft,4outof12,Semi-Furnished,2,3,house,East,ViceroyPark
67a8a66ef75daf5b317293ee,165,"This exquisite 2 BHK Flat is offered for sale in Anjanadri Layout, Bangalore. The property is ideally located in a strategic location in Prestige Falcon City township. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! You can buy this ready to move flat in Anjanadri Layout at a reasonable price of INR 1.50 Cr. This contemporary apartment is semi-furnished. close to metro station forum mall,dps school,nps etc. are a few nearby landmarks.",50000075,Maharastra,mumbai,640sqft,17outof27,Semi-Furnished,3,3,house,North-East,
67a8a66ef75daf5b317293ef,166,"Have a look at this immaculate 3 BHK flat for sale in Koramangala, Bangalore. Ideally situated in the Pcoc Lanai township it enjoys a prime location. This is one of the best properties available for resale. This ready to move flat in Koramangala comes at an affordable price of INR 2.90 Cr. The flat is sold in unfurnished condition. Some of the landmarks in the vicinity include prestige pinewoood appartment.",30000015,Maharastra,mumbai,1000sqft,,Unfurnished,2,1,house,East,
67a8a66ef75daf5b317293f0,167,"This gorgeous 2 BHK Flat is available for sale in Judicial Layout, Bangalore. This flat is placed in a marvellous location within the Provident Park Square Phase 4 complex. This flat for resale is the perfect property for you! The ready to move flat in the prime area of Judicial Layout is available at a reasonable price of INR 78 Lac. You will find it unfurnished.",10000024,Maharastra,mumbai,500sqft,6outof22,Unfurnished,2,,exceptionalproperty,East,Manoranjan
67a8a66ef75daf5b317293f1,168,"This lovely 4 BHK Flat in Jakkur, Bangalore is up for sale. Enjoying a prime location, this property is housed in the Sobha Hrc Pristine society. This flat for resale has a desirable location. This ready to move property in Jakkur is readily available within an affordable cost of INR 2.75 Cr. You will find it unfurnished. kogilu cross are some major landmarks near the apartment.",10000005,Maharastra,mumbai,500sqft,24outof33,Unfurnished,4,4,villa,North-East,WindsorGrandeResidences
67a8a66ef75daf5b317293f2,169,"Vidyaranyapura, Bangalore has an attractive 2 BHK Flat for sale. It is housed in the well-planned Meenaakshi Gardenia township in an advantageous location. This apartment is a property of choice for sale. This ready to move flat located in Vidyaranyapura is available for purchase at a fair price of INR 53 Lac. You will find it unfurnished. This 2 BHK flat boasts of being in close proximity to significant landmarks like near aveksha hospital that enhance the overall living experience.",25000008,Gujarat,ahmedabad,750sqft,3outof10,Unfurnished,1,1,villa,East,
67a8a66ef75daf5b317293f3,170,"This magnificent 3 BHK Flat is available for sale in C V Raman Nagar, Bangalore. Well-tucked in the August Park township, the property is easily accessible. This flat for resale is the perfect property for you! This ready to move flat in C V Raman Nagar can be availed at a reasonable price of INR 1.80 Cr. The flat is uniquely designed to enhance the living style. It is furnished, studded with all the basic facilities.",10000045,Gujarat,ahmedabad,828sqft,LowerBasementoutof12,Furnished,3,1,villa,East,
67a8a66ef75daf5b317293f4,171,"Up for immediate sale is a 3 BHK apartment in C V Raman Nagar, Bangalore. Don't miss this bargain flat for sale. The property is ideally located in a strategic location in August Park township. Invest your valuable money in this flat that is for resale. This ready to move flat in C V Raman Nagar is available for a reasonable price of INR 1.66 Cr. This premium unfurnished flat spells quality and comfort at a competitive price.",3500000,Gujarat,ahmedabad,779sqft,5outof7,Unfurnished,2,,house,,SamruddhiAnushriResidency
67a8a66ef75daf5b317293f5,172,"Bhuvaneswari Nagar, Bangalore has an appealing 3 BHK flat for sale with various amenities. Situated in the excellent August Park township. The flat enjoys a prime location. This flat is an attractive property for resale. This ready to move flat is offered at an economical price of INR 1.80 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities.",10000000,Gujarat,ahmedabad,500sqft,6outof6,Semi-Furnished,3,,house,,PruthviTower
67a8a66ef75daf5b317293f6,173,"Carefully laid out in the prime location of C V Raman Nagar in Bangalore, this spacious 3 BHK flat on sale is a meticulously planned project. Situated in the excellent August Park township. The flat enjoys a prime location. This apartment is a property of choice for resale. The ready to move flat in the prime area of C V Raman Nagar is available at a reasonable price of INR 1.85 Cr. The flat is sold in semi-furnished condition.",2000003,Gujarat,ahmedabad,635sqft,4outof20,Semi-Furnished,4,1,house,East,RivieraElite
67a8a66ef75daf5b317293f7,174,"This exquisite 3 BHK Flat is offered for sale in C V Raman Nagar, Bangalore. Enjoying a prime location, this property is housed in the August Park society. This apartment is a property of choice for resale. This apartment ready to move in the C V Raman Nagar is available for an attractive price of INR 1.85 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities.",10000015,Gujarat,ahmedabad,1000sqft,7outof14,Semi-Furnished,3,1,mixedusebuilding,East,OliveGreens
67a8a66ef75daf5b317293f8,175,"This attractive 2 BHK apartment can be found for sale in Jakkur, Bangalore. This flat for resale is a choice property. This ready to move flat in Jakkur is available for a reasonable price of INR 65 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price.",3500000,Gujarat,ahmedabad,750sqft,9outof12,Semi-Furnished,2,1,house,East,AakashResidency
67a8a66ef75daf5b317293f9,176,"This lovely 2 BHK Flat in Omkar Nagar Arekere, Bangalore is up for sale. Well-tucked in the Varsha Enclave township, the property is easily accessible. This is one of the best properties available for resale. This apartment ready to move in the Omkar Nagar Arekere is available for an attractive price of INR 50 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",1000005,Karnataka,bangalore,1000sqft,3outof4,Semi-Furnished,3,3,apartment,North,
67a8a66ef75daf5b317293fa,177,"Creatively planned and constructed is a 1 BHK flat for sale in Marathahalli, Bangalore. Situated in the excellent Assetz East Point township. The flat enjoys a prime location. This flat is available as a resale property. This ready to move flat in Marathahalli comes at an affordable price of INR 72 Lac. It is a furnished apartment.",1000001,Karnataka,bangalore,885sqft,12outof14,Furnished,3,2,apartment,East,
67a8a66ef75daf5b317293fb,178,"This exquisite 1 BHK Flat is offered for sale in Marathahalli, Bangalore. This flat is situated within the renown township of Assetz East Point. This is one of the best properties available for resale. This apartment ready to move in the Marathahalli is available for an attractive price of INR 76 Lac. Available in furnished state, this flat is a great buy.",6200000,Karnataka,bangalore,640sqft,10outof19,Furnished,1,,apartment,East,
67a8a66ef75daf5b317293fc,179,"Have a look at this immaculate 1 BHK flat for sale in AECS Layout, Bangalore. Enjoying a prime location, this property is housed in the Assetz East Point society. This flat is available as a resale property. This ready to move flat in AECS Layout can be availed at a reasonable price of INR 75 Lac. The flat is sold in furnished condition.",2000009,Karnataka,bangalore,530sqft,3outof9,Furnished,3,3,apartment,East,
67a8a66ef75daf5b317293fd,180,"Up for immediate sale is a 1 BHK apartment in AECS Layout, Bangalore. Don't miss this bargain flat for sale. Strategically situated in the Assetz East Point site, it is placed at a prime location. This flat for resale has a desirable location. This ready to move flat in AECS Layout can be taken at a very economical pricing of INR 75 Lac. The apartment is furnished.",10000066,Karnataka,bangalore,1200sqft,3outof9,Furnished,3,,apartment,,
67a8a66ef75daf5b317293fe,181,"Chamiers Road, Chennai has an attractive 3 BHK Flat for sale. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Chamiers Road is available for a reasonable price of INR 1.75 Cr. This contemporary apartment is semi-furnished.",1000008,Karnataka,bangalore,500sqft,9outof10,Semi-Furnished,3,,groundfloor,,
67a8a66ef75daf5b317293ff,182,"Creatively planned and constructed is a 3 BHK flat for sale in Besant Nagar, Chennai. This is a desirable apartment for resale. This ready to move flat in Besant Nagar is available for a reasonable price of INR 1.49 Cr. The spacious apartment is semi-furnished.",7200000,Karnataka,bangalore,640sqft,10outof12,Semi-Furnished,1,,apartment,,
67a8a66ef75daf5b31729400,183,"This exquisite 3 BHK Flat is offered for sale in Besant Nagar, Chennai. This flat for resale has a desirable location. This ready to move flat in Besant Nagar can be taken at a very economical pricing of INR 8.50 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities.",8000005,TamilNadu,chennai,750sqft,,Semi-Furnished,3,,apartmentblock,East,
67a8a66ef75daf5b31729401,184,"One can find this stunning 3 BHK flat for sale in Madipakkam, Chennai. This flat is available as a sale property. Located in Madipakkam, this ready to move apartment is sold at a fair selling price of INR 78.5 Lac. The possession date is Aug '23. The spacious apartment is unfurnished. near sun shine school madipakkam. are some major landmarks near the apartment.",10000025,TamilNadu,chennai,750sqft,2outof2,Unfurnished,3,2,house,East,
67a8a66ef75daf5b31729402,185,"This lovely 2 BHK Flat in Puzhuthivakkam, Chennai is up for sale. This premium flat is available for sale at an unbelievable price, so, grab it before it's gone! This ready to move property in Puzhuthivakkam is readily available within an affordable cost of INR 64.1 Lac. The possession date of the flat stands at Aug '23. This premium unfurnished flat spells quality and comfort at a competitive price. The flat is easily approachable because it is near to near sun shine school and neo life hospital.",20000001,TamilNadu,chennai,640sqft,1outof3,Unfurnished,3,1,house,North,
67a8a66ef75daf5b31729403,186,"Valasaravakkam, Chennai has an appealing 3 BHK flat for sale with various amenities. Your hunt for the perfect apartment for resale comes to an end here. This apartment in one of the significant areas of Valasaravakkam is ready to move, and can be purchased at the best price of INR 1.25 Cr. The spacious apartment is semi-furnished. Some of the landmarks in the vicinity include alwarthirunagar .arcot road.",7000000,TamilNadu,chennai,779sqft,3outof4,Semi-Furnished,3,1,house,,
67a8a66ef75daf5b31729404,187,2 BHK flat available for sale in Chennai in the prime location of palikarranai. This apartment is a property of choice for resale. This ready to move flat in palikarranai can be taken at a very economical pricing of INR 45 Lac. This leading project is ready for possession as of Jan '23. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.,3000000,TamilNadu,chennai,750sqft,3outof5,Unfurnished,2,2,house,East,
67a8a66ef75daf5b31729405,188,"This is one of the best properties available for resale. Located in Krishna Nagar Alapakkam, Chennai, this ready to move apartment is sold at a fair selling price of INR 12 Cr. This contemporary apartment is furnished.",7500000,TamilNadu,chennai,750sqft,1outof3,Furnished,3,3,house,East,
67a8a66ef75daf5b31729406,189,"This attractive 2 BHK apartment can be found for sale in Pallikaranai, Chennai. This apartment for sale is a great choice. This ready to move flat in Pallikaranai comes at an affordable price of INR 56 Lac. The flat is furnished and is suitable for any family size. The property is strategically placed near prominent places as balaji tental hospital which make for the smooth living of residents.",2000006,Haryana,gurgaon,750sqft,9outof17,Furnished,3,3,house,East,EmaarThePalmDrive
67a8a66ef75daf5b31729407,190,"Kamaraj Avenue, Chennai has an attractive 3 BHK Flat for sale. This flat is available as a sale property. The ready to move flat in Kamaraj Avenue is all ready for sale at a low-priced budget of INR 2.01 Cr. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. This 3 BHK flat boasts of being in close proximity to significant landmarks like near by s2 theater sankara school that enhance the overall living experience.",1000007,Haryana,gurgaon,500sqft,2outof4,Unfurnished,3,2,house,East,WhitelandBlissville
67a8a66ef75daf5b31729408,191,"Up for immediate sale is a 3 BHK apartment in Poonamallee, Chennai. Don't miss this bargain flat for sale. It is based at Vgn Imperia Phase I complex, that occupies a prominent place in the locality. This flat for resale is a choice property. Available at a reasonable selling price of INR 70 Lac, this ready to move apartment in Poonamallee is a great buy. The apartment is semi-furnished.",20000000,Haryana,gurgaon,1200sqft,2outof2,Semi-Furnished,3,3,house,East,EmaarMgfEmeraldFloors
67a8a66ef75daf5b31729409,192,"This beautiful 2 BHK Flat is available for sale in Saligramam, Chennai. This flat is available as a resale property. This ready to move flat in Saligramam comes at an affordable price of INR 65 Lac. The apartment is semi-furnished.",20000000,Haryana,gurgaon,750sqft,5outof28,Semi-Furnished,2,2,house,North-East,EmaarDigiHomes
67a8a66ef75daf5b3172940a,193,"This magnificent 3 BHK Flat is available for sale in Velachery, Chennai. Ideally situated in the Fairylands Maple township it enjoys a prime location. This flat is an attractive property for resale. This ready to move flat in Velachery comes at an affordable price of INR 90 Lac. Available in semi-furnished state, this flat is a great buy.",10000005,Haryana,gurgaon,828sqft,3outof4,Semi-Furnished,2,,house,East,M3MAntalyaHillsPhaseI
67a8a66ef75daf5b3172940b,194,"This gorgeous 2 BHK Flat is available for sale in Santhosapuram, Chennai. This flat for sale is the perfect property for you! This ready to move property in Santhosapuram is readily available within an affordable cost of INR 50.7 Lac. It is a unfurnished apartment. santhosapuram bustop are some of the well-known landmarks in this locality.",20000015,Haryana,gurgaon,885sqft,5outof30,Unfurnished,2,2,apartmentblock,North-East,EmaarDigiHomes
67a8a66ef75daf5b3172940c,195,"This beautiful 2 BHK Flat is available for sale in Kovilambakkam, Chennai. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! Available at a reasonable selling price of INR 31.5 Lac, this ready to move apartment in Kovilambakkam is a great buy. This contemporary apartment is unfurnished. jj park, metro station, are some of the key nearby landmarks.",1000009,Haryana,gurgaon,1000sqft,4outof4,Unfurnished,3,2,mixedusebuilding,South-East,RWABuilderFloor
67a8a66ef75daf5b3172940d,196,"Have a look at this immaculate 2 BHK flat for sale in Oragadam, Chennai. This flat is situated within the renown township of Vbhc Oragdam. Your search ends here, because this flat for resale is among the best bargains in town. Located in Oragadam, this ready to move apartment is sold at a fair selling price of INR 30 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",20000012,Haryana,gurgaon,750sqft,,Unfurnished,3,,house,,BPTPTerra
67a8a66ef75daf5b3172940e,197,"This attractive 2 BHK apartment can be found for sale in Krishna Nagar Tambaram, Chennai. This flat is available as a resale property. This ready to move flat in Krishna Nagar Tambaram comes at an affordable price of INR 36 Lac. The spacious apartment is furnished.",6000000,Telengana,hyderabad,1000sqft,2outof4,Furnished,2,1,house,West,
67a8a66ef75daf5b3172940f,198,"Have a look at this immaculate 2 BHK flat for sale in Padi, Chennai. This is a desirable apartment for sale. In Padi, this ready to move flat is available at an attractive price of INR 90 Lac. The flat is furnished and is suitable for any family size. Landmarks near the apartment include near green cinemas..",10000053,Telengana,hyderabad,640sqft,3outof26,Furnished,2,1,mixedusebuilding,East,
67a8a66ef75daf5b31729410,199,2 BHK flat available for sale in Chennai in the prime location of Santhosapuram. This flat is available as a sale property. You can buy this ready to move flat in Santhosapuram at a reasonable price of INR 52 Lac. The flat is unfurnished and is suitable for any family size. The flat is easily approachable because it is near to bustop santhosapuram.,1000000,Telengana,hyderabad,779sqft,Groundoutof5,Unfurnished,2,2,house,,
67a8a66ef75daf5b31729411,200,"Up for immediate sale is a 3 BHK apartment in Manapakkam, Chennai. Don't miss this bargain flat for sale. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Manapakkam comes at an affordable price of INR 1.20 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. This 3 BHK flat boasts of being in close proximity to significant landmarks like dlf it park, l t ,manapakkam ,mugalivakkam. that enhance the overall living experience.",30000089,Telengana,hyderabad,530sqft,10outof18,Unfurnished,3,3,house,East,
67a8a66ef75daf5b31729412,201,"Carefully laid out in the prime location of Rangarajapuram West Mambalam in Chennai, this spacious 2 BHK flat on sale is a meticulously planned project. This flat for resale is just the type of property you have been searching for! Located in Rangarajapuram West Mambalam, this ready to move apartment is sold at a fair selling price of INR 50 Lac. The flat is semi-furnished and makes for an ideal choice for any family. Some of the landmarks in the vicinity include opp sbi rangarajapuram and revathi hardwares.",1000001,Telengana,hyderabad,1000sqft,2outof4,Semi-Furnished,2,,house,,
